Study ID,Team member,Author (last name of first author),Year published (>=2010),Journal,Title,DOI Link,Type of study ,"Name of initiative - larger umbrella initiative, not project (if other, add initiative)",Name of project,Implementing institution,World region ,Country ,Sub-national region (e.g. State/Province),Site name (text descr of site e.g. park name),latitude,longitude,Restoration status,Restoration Start Year,Ending Year,Area under restoration (if restoration began before 2000),Calculate area from 2000 (assuming linear),Area under restoration (original unit),Area (conversion factor),Total Area,Area (categorical),Total cost (number only in USD),Forest defined (Y/N),Definition of forest,(1) Tropical and Subtropical Moist Broadleaf Forests,(2) Tropical and Subtropical Dry Broadleaf Forests,(3) Tropical and Subtropical Coniferous Forests,(4) Temperate Broadleaf and Mixed Forests,(5) Temperate Coniferous Forests,(6) Boreal Forests/Taiga,"(7) Tropical and subtropical grasslands, savannas, and shrublands","(8) Temperate Grasslands, Savannas, and Shrublands",(9) Flooded Grasslands and Savannas,(10) Montane Grasslands and Shrublands,(11) Tundra,"(12) Mediterranean Forests, Woodlands, and Scrub",(13) Deserts and Xeric Shrublands,(14) Mangroves,(15) Wetlands,(1) Natural regeneration,(2) Assisted regeneration,(3) Regeneration unspecified,(4) Active ecological restoration,(5) Mixed timber species plantation,(6) Monoculture timber plantation,(7) Plantation and/or woodlot unspecified,"(8) Agroforestry (fruit, nut, oil palm, etc)",(9) Multistrata agroforestry (e.g. shade grown crops),(10 Tree intercropping agroforestry (trees in croplands >30%),(11) Silvopastoral systems (trees in pasture >30%),(12) Transitional land use (agroforestry as a transitional phase towards ecological restoration),(13) Afforestation (active planting in non-forest ecosystem e.g. natural grasslands),"Dominant restored species (if other, add scientific name)",Native or exotic species,Restored stand age (note number of years),"Survival rate (%, note number only)",(1) Agriculture unspecified,(2) Cropland,(3) Pasture/ Grazing lands,(4) Agro-silvo-pastoral system,(5) Shifting cultivation/fallow,(6) Aquaculture,(7) Tree monocrop/ Plantation,(8) Deforested (clear cut),(9) Degraded (selective logging),"(10) Land used for extractive activities (e.g. mining, oil & gas)",(11) Fire,"(12) Non-fire disturbance (e.g. landslide, hurricane)",(13) Marginal land and/or abandoned land,(14) Other,Unknown,Age of previous disturbance/ land use (note number of years),(1) Ecosystem function,(2) Water provision/quality,(3) Biodiversity and habitat recovery,(4) Ecological connectivity,(5) Elimination of exotic/ invasive species,(6) Carbon sequestration,(7) Soil fertility,"(8) Reduce risks (erosion, windbreaks, flood control)",(9) Reclamation (clean up and repair after extraction activities),(10) Regulatory,(11) Payment for ecosystem service,(12) Agroforestry/ commercial,(13) Local employment and enhacing livelihoods,(14) Recreation/ eco-tourism,(15) Other,Unknown,Biomass measured? y/n,Biomass change (+/-),Biomass value (Mg/ha),C sequestration measured? y/n,C sequestration change? +/-,C sequestration value (Mg/ha),Water quality measured (?),Water quality change? +/-,Water quality value,Biodiversity measured? y/n,Biodiversity change +/-,Biodiversity value,"Soil nutrients (SOC, N, P) measured? y/n","Soil nutrients (SOC, N, P) change? +/-","Soil nutrients (SOC, N, P) value",Other ecosystem function measured? (record function),Other ecosystem function change,Other ecosystem function value,Notes
196,Jake,Fang,2012,Outlook on Agriculture,"Assessment of farmland afforestation in the upstream Yangtze River, China",10.5367/oa.2012.0080,Remote sensing,Natural Forest Conservation Program (NFCP) / 'Grain for Green',,Government,EA (East Asia),China,Sichuan,"Jiulong county, Hengduan mountains",28.972394,101.524918,Unknown,2000,,,#N/A,625.83,1,625.83,(1) 100-1000 ha/ 1-10 km2 ,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,Mixed species,unknown,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,"Remote sensing study reviewing multiple restoration projects in a Chinese province, restoration initiative established in 1998, but tables say afforested in 2003. Program was mostly for carbon sequestration and also mentioned restoration of ecological function. Authors note that most restoration were plantations of a fast growing exotic species"
203,Jeff,Huang,2012,Ecological Engineering,"Forest restoration to achieve both ecological and economic progress, Poyang Lake basin, China",https://doi.org/10.1016/j.ecoleng.2012.03.007,Remote sensing,,Mountain-River-Lake Program,Government,EA (East Asia),China,Poyang Basin,Poyang Basin,24.48,30.06,Project actions complete,1997,2012,4920000,3936000,3936000,1,3936000,"(4) 20,000-100,000 ha/ 200-1000 km2",(8) unknown,N,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,Mixed species,unknown,mixed,,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,Y,,,N,,,N,,,N,,,N,,,N,,,
208,Jake,Jia,2018,International Journal of Applied Earth Observation and Geoinformation,Monitoring loss and recovery of mangrove forests during 42 years: The achievements of mangrove conservation in China,10.1016/j.jag.2018.07.025,Remote sensing,,,Other,EA (East Asia),China,Guangdong,,21.107732,110.31415,Unknown,2000,,,#N/A,566,1,566,(1) 100-1000 ha/ 1-10 km2 ,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mixed species,native,,,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,"Area reported for each province that had a net increase in mangrove area between 2000 and 2015. Study encompasses all potential mangrove areas, but coordinates provided are specific mangrove reserve areas mentioned in the paper, except for Macao and Taiwan"
208,Jake,Jia,2018,International Journal of Applied Earth Observation and Geoinformation,Monitoring loss and recovery of mangrove forests during 42 years: The achievements of mangrove conservation in China,10.1016/j.jag.2018.07.025,Remote sensing,,,Other,EA (East Asia),China,Guanxi,,21.516216,107.830809,Unknown,2000,,,#N/A,808,1,808,(1) 100-1000 ha/ 1-10 km2 ,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mixed species,native,,,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,"Area reported for each province that had a net increase in mangrove area between 2000 and 2015. Study encompasses all potential mangrove areas, but coordinates provided are specific mangrove reserve areas mentioned in the paper, except for Macao and Taiwan"
208,Jake,Jia,2018,International Journal of Applied Earth Observation and Geoinformation,Monitoring loss and recovery of mangrove forests during 42 years: The achievements of mangrove conservation in China,10.1016/j.jag.2018.07.025,Remote sensing,,,Other,EA (East Asia),China,Hainan,,19.949997,110.579196,Unknown,2000,,,#N/A,441,1,441,(1) 100-1000 ha/ 1-10 km2 ,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mixed species,native,,,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,"Area reported for each province that had a net increase in mangrove area between 2000 and 2015. Study encompasses all potential mangrove areas, but coordinates provided are specific mangrove reserve areas mentioned in the paper, except for Macao and Taiwan"
208,Jake,Jia,2018,International Journal of Applied Earth Observation and Geoinformation,Monitoring loss and recovery of mangrove forests during 42 years: The achievements of mangrove conservation in China,10.1016/j.jag.2018.07.025,Remote sensing,,,Other,EA (East Asia),China,Hong Kong,,22.491411,114.032955,Unknown,2000,,,#N/A,171,1,171,(1) 100-1000 ha/ 1-10 km2 ,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mixed species,native,,,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,"Area reported for each province that had a net increase in mangrove area between 2000 and 2015. Study encompasses all potential mangrove areas, but coordinates provided are specific mangrove reserve areas mentioned in the paper, except for Macao and Taiwan"
208,Jake,Jia,2018,International Journal of Applied Earth Observation and Geoinformation,Monitoring loss and recovery of mangrove forests during 42 years: The achievements of mangrove conservation in China,10.1016/j.jag.2018.07.025,Remote sensing,,,Other,EA (East Asia),China,Macao,,22.19455,113.533344,Unknown,2000,,,#N/A,5,1,5,(0)<100 ha,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mixed species,native,,,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,"Area reported for each province that had a net increase in mangrove area between 2000 and 2015. Study encompasses all potential mangrove areas, but coordinates provided are specific mangrove reserve areas mentioned in the paper, except for Macao and Taiwan. Other previous disturbance type is coastal development."
208,Jake,Jia,2018,International Journal of Applied Earth Observation and Geoinformation,Monitoring loss and recovery of mangrove forests during 42 years: The achievements of mangrove conservation in China,10.1016/j.jag.2018.07.025,Remote sensing,,,Other,EA (East Asia),China,Taiwan,,22.999869,120.136406,Unknown,2000,,,#N/A,30,1,30,(0)<100 ha,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mixed species,native,,,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,"Area reported for each province that had a net increase in mangrove area between 2000 and 2015. Study encompasses all potential mangrove areas, but coordinates provided are specific mangrove reserve areas mentioned in the paper, except for Macao and Taiwan"
212,Jeff,"Leempoel, K.",2013,Biogeosciences,"Dynamics in mangroves assessed by high-resolution and multi-temporal satellite data: a case study in Zhanjiang Mangrove National Nature Reserve (ZMNNR), P. R. China",doi:10.5194/bg-10-5681-2013,Remote sensing,,,,EA (East Asia),China,Gaoqiao,Zhganhiang Mangrove Nature Preserve,21.5653,109.7547,Unknown,2000,2009,192,#N/A,192,1,192,(1) 100-1000 ha/ 1-10 km2 ,(8) unknown,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Mixed species,native,9,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,,,N,,,N,,,N,,,N,,,N,,,
214,Jeff,"Liu, Giulin",2013,Environmental Earth Science,Desert riparian forest colonization in the lower reaches of Tarim River based on remote sensing analysis,http://dx.doi.org/10.1007/s12665-013-2850-9,Remote sensing,,,Other,EA (East Asia),China,Tarim River,Daxihaizi Reservoir,41.00358,85.150847,Unknown,2000,2010,,#N/A,28648.62,1,28648.62,"(5) >100,000 ha / >1000 km2",(8) unknown,N,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Mixed species,unknown,mixed,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,,,N,,,N,,,N,,,N,,,N,,,
215,Jeff,"Liu, Xianzhao",2014,Mountain Research and Development,"Regeneration and Development of Native Plant Species in Restored Mountain Forests, Hainan Island, China",https://doi.org/10.1659/MRD-JOURNAL-D-12-00110.1,Multiple,GEF,Sloping Land Conversion Intiative,Government,EA (East Asia),China,Hainan,Hainan,19.475,109.824,Unknown,2000,2008,,#N/A,170000,1,170000,"(5) >100,000 ha / >1000 km2",(8) unknown,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,Mixed species,unknown,mixed,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,N,,,N,,,N,,,N,,,N,,,N,,,list in paper that focuses on other things. Found additional support:  https://www-sciencedirect-com.proxy.library.vcu.edu/science/article/pii/S0921800907004971
217,Jeff,"Lu, Chunyan",2018,Remote Sensing,"Dynamic Analysis of Mangrove Forests Based on an Optimal Segmentation Scale Model and Multi-Seasonal Images in Quanzhou Bay, China",https://doi.org/10.3390/rs10122020,Remote sensing,,,,EA (East Asia),China,Fuhian,Quanzhou Bay Estuary Wewtland Nature Preserve,24.85,119.65,Unknown,1990,2017,2.48,1.561481481,1.561,100,156.1,(1) 100-1000 ha/ 1-10 km2 ,(8) unknown,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Mixed species,native,mixed,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,,,N,,,N,,,N,,,N,,,N,,,
223,Lillian,Peng,2014,Forests,Spatial Pattern of Populus euphratica Forest Change as Affected by Water Conveyance in the Lower Tarim River,10.3390/f5010134,Remote sensing,,,,EA (East Asia),China,Xinjiang,Tarim River Basin,39.466667,88.316667,Ongoing,1999,2009,4844.4,4359.96,4359.96,1,4359.96,(2) 1000-5000 ha / 10-50 km2,(8) unknown,N,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Populus euphratica,native,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,N,,,N,,,N,,,N,,,N,,,"non-fire disturbance was a dam built in the 70s that diverted river, leading to the decline in riparian forest; restoration activity was a ""re-wetting"" program that diverted water to the downstream areas, allowing the forest to rebuild. Motivation isn't explicitly stated but can be considered habitat recovery "
225,Lillian,Qui,2018,Ecological Indicators,"Automatic mapping afforestation, cropland reclamation and variations in cropping intensity in central east China during 2001-2016",10.1016/j.ecolind.2018.04.010,Remote sensing,Three-North Shelter Forest Program,,Multiple,EA (East Asia),China,Beijing,area wide,39.91667,116.38333,Unknown,2001,,,#N/A,83.75,100,8375,"(3) 5000-20,000 ha / 50-200 km2",(8) unknown,N,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,unknown,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,N,,,N,,,N,,,N,,,N,,,N,,,
225,Lillian,Qui,2018,Ecological Indicators,"Automatic mapping afforestation, cropland reclamation and variations in cropping intensity in central east China during 2001-2016",10.1016/j.ecolind.2018.04.010,Remote sensing,Three-North Shelter Forest Program,,Multiple,EA (East Asia),China,Hebei,area wide,39.3,116.7,Unknown,2001,,,#N/A,720.5,100,72050,"(4) 20,000-100,000 ha/ 200-1000 km2",(8) unknown,N,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,unknown,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,N,,,N,,,N,,,N,,,N,,,N,,,
225,Lillian,Qui,2018,Ecological Indicators,"Automatic mapping afforestation, cropland reclamation and variations in cropping intensity in central east China during 2001-2016",10.1016/j.ecolind.2018.04.010,Remote sensing,Three-North Shelter Forest Program,,Multiple,EA (East Asia),China,Shaanxi,area wide,35.6,108.4,Unknown,2001,,,#N/A,1458.75,100,145875,"(5) >100,000 ha / >1000 km2",(8) unknown,N,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,unknown,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,N,,,N,,,N,,,N,,,N,,,N,,,
225,Lillian,Qui,2018,Ecological Indicators,"Automatic mapping afforestation, cropland reclamation and variations in cropping intensity in central east China during 2001-2016",10.1016/j.ecolind.2018.04.010,Remote sensing,Three-North Shelter Forest Program,,Multiple,EA (East Asia),China,Shanxi,area wide,37.7,112.4,Unknown,2001,,,#N/A,2631.25,100,263125,"(5) >100,000 ha / >1000 km2",(8) unknown,N,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,unknown,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,N,,,N,,,N,,,N,,,N,,,N,,,"The focus of this study was development of a new remote sensing algorithm, but they mention a large-scale afforestation program - not clear what kind of afforestation, also not clear what land use was previously (about 1/3 was cropland); main motivation for the Three North Shelter Forest Program is preventing desertification"
225,Lillian,Qui,2018,Ecological Indicators,"Automatic mapping afforestation, cropland reclamation and variations in cropping intensity in central east China during 2001-2016",10.1016/j.ecolind.2018.04.010,Remote sensing,Three-North Shelter Forest Program,,Multiple,EA (East Asia),China,Tianjin,area wide,39.1333,117.1833,Unknown,2001,,,#N/A,62,100,6200,"(3) 5000-20,000 ha / 50-200 km2",(8) unknown,N,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,unknown,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,N,,,N,,,N,,,N,,,N,,,N,,,
225,Lillian,Qui,2018,Ecological Indicators,"Automatic mapping afforestation, cropland reclamation and variations in cropping intensity in central east China during 2001-2016",10.1016/j.ecolind.2018.04.010,Remote sensing,,,Multiple,EA (East Asia),China,Anhui,area wide,31.833,117,Unknown,2001,,,#N/A,517.5,100,51750,"(4) 20,000-100,000 ha/ 200-1000 km2",(8) unknown,N,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,unknown,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,N,,,N,,,N,,,N,,,N,,,N,,,
225,Lillian,Qui,2018,Ecological Indicators,"Automatic mapping afforestation, cropland reclamation and variations in cropping intensity in central east China during 2001-2016",10.1016/j.ecolind.2018.04.010,Remote sensing,,,Multiple,EA (East Asia),China,Chongqing,area wide,29.55833,105.56667,Unknown,2001,,,#N/A,45.75,100,4575,(2) 1000-5000 ha / 10-50 km2,(8) unknown,N,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,unknown,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,N,,,N,,,N,,,N,,,N,,,N,,,
225,Lillian,Qui,2018,Ecological Indicators,"Automatic mapping afforestation, cropland reclamation and variations in cropping intensity in central east China during 2001-2016",10.1016/j.ecolind.2018.04.010,Remote sensing,,,Multiple,EA (East Asia),China,Henan,area wide,33.9,113.5,Unknown,2001,,,#N/A,428.25,100,42825,"(4) 20,000-100,000 ha/ 200-1000 km2",(8) unknown,N,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,unknown,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,N,,,N,,,N,,,N,,,N,,,N,,,
225,Lillian,Qui,2018,Ecological Indicators,"Automatic mapping afforestation, cropland reclamation and variations in cropping intensity in central east China during 2001-2016",10.1016/j.ecolind.2018.04.010,Remote sensing,,,Multiple,EA (East Asia),China,Hubei,area wide,31.2,112.3,Unknown,2001,,,#N/A,149,100,14900,"(3) 5000-20,000 ha / 50-200 km2",(8) unknown,N,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,unknown,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,N,,,N,,,N,,,N,,,N,,,N,,,
225,Lillian,Qui,2018,Ecological Indicators,"Automatic mapping afforestation, cropland reclamation and variations in cropping intensity in central east China during 2001-2016",10.1016/j.ecolind.2018.04.010,Remote sensing,,,Multiple,EA (East Asia),China,Jiangsu,area wide,32.9,119.8,Unknown,2001,,,#N/A,202.75,100,20275,"(4) 20,000-100,000 ha/ 200-1000 km2",(8) unknown,N,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,unknown,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,N,,,N,,,N,,,N,,,N,,,N,,,
225,Lillian,Qui,2018,Ecological Indicators,"Automatic mapping afforestation, cropland reclamation and variations in cropping intensity in central east China during 2001-2016",10.1016/j.ecolind.2018.04.010,Remote sensing,,,Multiple,EA (East Asia),China,Shandong,area wide,36.4,118.4,Unknown,2001,,,#N/A,867.75,100,86775,"(4) 20,000-100,000 ha/ 200-1000 km2",(8) unknown,N,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,unknown,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,N,,,N,,,N,,,N,,,N,,,N,,,
225,Lillian,Qui,2018,Ecological Indicators,"Automatic mapping afforestation, cropland reclamation and variations in cropping intensity in central east China during 2001-2016",10.1016/j.ecolind.2018.04.010,Remote sensing,,,Multiple,EA (East Asia),China,Shanghai,area wide,31.228611,121.474722,Unknown,2001,,,#N/A,2.25,100,225,(1) 100-1000 ha/ 1-10 km2 ,(8) unknown,N,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,unknown,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,N,,,N,,,N,,,N,,,N,,,N,,,
225,Lillian,Qui,2018,Ecological Indicators,"Automatic mapping afforestation, cropland reclamation and variations in cropping intensity in central east China during 2001-2016",10.1016/j.ecolind.2018.04.010,Remote sensing,,,Multiple,EA (East Asia),China,Zhejiang,area wide,29.2,120.5,Unknown,2001,,,#N/A,10.5,100,1050,(2) 1000-5000 ha / 10-50 km2,(8) unknown,N,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,unknown,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,N,,,N,,,N,,,N,,,N,,,N,,,
244,Jake,Tian,2016,Journal of Hydrology-Regional Studies,"Effects of ecological engineering on water balance under two different vegetation scenarios in the Qilian Mountain, northwestern China",10.1016/j.ejrh.2015.11.015,Remote sensing,Natural Forest Conservation Program (NFCP) / 'Grain for Green',,Government,EA (East Asia),China,Gansu,Quilian Mountains,38.755137,100.102724,Unknown,2000,2010,,#N/A,1024.21,100,102421,"(5) >100,000 ha / >1000 km2",(8) unknown,N,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,unknown,,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,N,,,,,,,,,,,,,,,,,,"Grain for Green project. Type of restoration, species planted not specified. Reforestation resulted in reduced runoff and ET in region."
257,Stephanie,Xiangkun,2013,Ecological Engineering,Effectiveness of ecological restoration projects in a karst region of southwest China assessed using vegetation succession mapping,10.1016/j.ecoleng.2013.01.002,Remote sensing,Natural Forest Conservation Program (NFCP) / 'Grain for Green',,Government,EA (East Asia),China,Guangxi Province,karst region in Huanjiang County,24.78886,108.244209,Unknown,2004,2011,,#N/A,4915.6,1,4915.6,(2) 1000-5000 ha / 10-50 km2,(8) unknown,Y,(3) - other,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,unknown,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,N,,,N,,,N,,,N,,,N,,,N,,,"Remote sensing study looking at detailed vegetation changes in 1994, 2004, and 2011"
262,Stephanie,Zhang,2015,PLOS One,Assessing Vegetation Cover Dynamics Induced by Policy-Driven Ecological Restoration and Implication to Soil Erosion in Southern China,10.1371/journal.pone.0131352,Remote sensing,Natural Forest Conservation Program (NFCP) / 'Grain for Green',,Government,EA (East Asia),China,Tibet,,29.923514,86.642134,Unknown,2000,2009,,#N/A,200,100,20000,"(5) >100,000 ha / >1000 km2",(8) unknown,N,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,unknown,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,N,,,,,,,,,,,,,,,,,,Data for Tibet reforestation is subset of main study
262,Stephanie,Zhang,2015,PLOS One,Assessing Vegetation Cover Dynamics Induced by Policy-Driven Ecological Restoration and Implication to Soil Erosion in Southern China,10.1371/journal.pone.0131352,Remote sensing,Natural Forest Conservation Program (NFCP) / 'Grain for Green',,Government,EA (East Asia),China,Tibet,,29.923514,86.642134,Unknown,2000,2009,,#N/A,600,100,60000,"(5) >100,000 ha / >1000 km2",(8) unknown,N,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,unknown,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,N,,,,,,,,,,,,,,,,,,Data for Tiber afforestation is subset of main study
165,Alice,Ahrends,2017,Proceedings of the Royal Society B,China's fight to halt tree cover loss,10.1098/rspb.2016.2559,Multiple,,Natural Forest Protection Program,Multiple,EA (East Asia),China and Mongolia,17 provinces NE and Inner Mongolia,,45.607899,113.237286,Ongoing,2001,,,#N/A,44000,100,4400000,"(5) >100,000 ha / >1000 km2",(7) >10million,N,,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,unknown,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,N,,,N,,,N,,,N,,,N,,,
25,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,20x20,Manos al Agua,Multiple,LATAM (Latin America & Caribbean) ,Colombia,"Andes region (Antioquia, Caldas, Valle, Cauca, Narinõ)",Abejorral,5.789186,-75.429151,Project actions complete,2013,2018,,#N/A,275,1,275,(1) 100-1000 ha/ 1-10 km2 ,(7) >10million,N,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,,native,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
